Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
9823,US-2019-164147,02/02/2019,05/02/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,56.23
9824,US-2019-164147,02/02/2019,05/02/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,75.16
9825,US-2019-164147,02/02/2019,05/02/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.17
10018,CA-2019-105809,20/02/2019,23/02/2019,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",23.87
10019,CA-2019-105809,20/02/2019,23/02/2019,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105.0,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,225.66
10126,CA-2019-117212,26/02/2019,28/02/2019,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,87.77
10127,CA-2019-117212,26/02/2019,28/02/2019,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,904.04
10128,CA-2019-117212,26/02/2019,28/02/2019,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,922.13
10129,CA-2019-117212,26/02/2019,28/02/2019,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,218.52
10130,CA-2019-117212,26/02/2019,28/02/2019,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,21.37
10165,CA-2019-167703,03/02/2019,08/02/2019,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.92
10166,CA-2019-167703,03/02/2019,08/02/2019,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",275.79
10239,CA-2019-116204,11/02/2019,14/02/2019,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94110.0,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",22.66
10243,CA-2019-124086,10/02/2019,14/02/2019,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,92677.0,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",196.29
10326,CA-2019-122693,19/02/2019,21/02/2019,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1234.16
10398,CA-2019-111374,24/02/2019,28/02/2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.47
