Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
9878,US-2019-134481,27/08/2019,01/09/2019,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038.0,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1298.22
9902,CA-2019-155705,21/08/2019,23/08/2019,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212.0,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,901.86
9954,CA-2019-117947,18/08/2019,23/08/2019,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.35
9955,CA-2019-117947,18/08/2019,23/08/2019,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",11.39
9956,CA-2019-117947,18/08/2019,23/08/2019,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,99.11
9957,CA-2019-117947,18/08/2019,23/08/2019,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,39.87
9958,CA-2019-117947,18/08/2019,23/08/2019,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",94.93
10025,CA-2019-126956,21/08/2019,28/08/2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,32.53
10026,CA-2019-126956,21/08/2019,28/08/2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,34.38
10027,CA-2019-126956,21/08/2019,28/08/2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,17.45
10036,CA-2019-114636,25/08/2019,29/08/2019,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,204.98
10093,CA-2019-135034,01/08/2019,03/08/2019,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,105.27
10131,CA-2019-133235,01/08/2019,04/08/2019,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,260.21
10205,CA-2019-117695,05/08/2019,08/08/2019,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.02
