Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
9801,CA-2019-114412,15/04/2019,20/04/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,14.97
9830,US-2019-152366,21/04/2019,25/04/2019,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036.0,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",84.03
9843,US-2019-100930,07/04/2019,12/04/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,201.19
9844,US-2019-100930,07/04/2019,12/04/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,696.82
9845,US-2019-100930,07/04/2019,12/04/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,4.94
9846,US-2019-100930,07/04/2019,12/04/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",270.65
9847,US-2019-100930,07/04/2019,12/04/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,583.07
9864,CA-2019-126774,15/04/2019,17/04/2019,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.68
10020,CA-2019-135783,22/04/2019,24/04/2019,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",20.2
10034,CA-2019-161984,10/04/2019,15/04/2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901.0,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.59
10035,CA-2019-161984,10/04/2019,15/04/2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901.0,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,6.51
10059,CA-2019-144932,14/04/2019,17/04/2019,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.9
10060,CA-2019-144932,14/04/2019,17/04/2019,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",79.0
10061,CA-2019-144932,14/04/2019,17/04/2019,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,14.35
10069,CA-2019-131156,03/04/2019,07/04/2019,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,24.4
10077,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,10.7
10078,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,37.59
10079,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,13.75
10080,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,208.6
10081,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.65
10082,CA-2019-135279,09/04/2019,11/04/2019,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,477.42
10113,US-2019-145863,21/04/2019,27/04/2019,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.31
10114,US-2019-145863,21/04/2019,27/04/2019,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.34
10157,CA-2019-122154,09/04/2019,11/04/2019,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,12.97
10158,CA-2019-122154,09/04/2019,11/04/2019,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.88
10159,CA-2019-122154,09/04/2019,11/04/2019,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,284.87
10172,US-2019-123281,02/04/2019,07/04/2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008.0,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,21.48
10182,CA-2019-160045,26/04/2019,27/04/2019,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",2.11
10202,CA-2019-122735,12/04/2019,15/04/2019,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908.0,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,33.29
10203,CA-2019-122735,12/04/2019,15/04/2019,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908.0,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,40.02
10219,CA-2019-151911,30/04/2019,05/05/2019,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,New York City,New York,10024.0,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",66.22
10240,CA-2019-109946,16/04/2019,21/04/2019,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,14.45
10277,CA-2019-144526,30/04/2019,06/05/2019,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,590.94
